class,class size,val size,val correct,val percentage
Amblychaeturichthys sciistius,5,1,0,0.0
Amblycirrhitus bimacula,51,6,1,16.666666666666664
Amblycirrhitus earnshawi,20,2,0,0.0
Amblycirrhitus pinos,261,26,1,3.8461538461538463
Amblycirrhitus unimacula,8,1,0,0.0
Amblydoras affinis,42,5,1,20.0
Amblydoras bolivarensis,7,1,0,0.0
Amblydoras gonzalezi,4,1,0,0.0
Amblydoras monitor,4,1,0,0.0
Amblydoras nauticus,63,7,1,14.285714285714285
Amblyeleotris arcupinna,33,4,3,75.0
Amblyeleotris aurora,230,22,0,0.0
Amblyeleotris bleekeri,7,1,0,0.0
Amblyeleotris callopareia,76,7,0,0.0
Amblyeleotris diagonalis,91,9,1,11.11111111111111
Amblyeleotris downingi,4,1,0,0.0
Amblyeleotris ellipse,7,1,0,0.0
Amblyeleotris fasciata,35,4,0,0.0
Amblyeleotris fontanesii,83,8,0,0.0
Amblyeleotris guttata,192,19,10,52.63157894736842
Amblyeleotris gymnocephala,75,7,0,0.0
Amblyeleotris japonica,110,10,5,50.0
Amblyeleotris latifasciata,143,14,2,14.285714285714285
Amblyeleotris macronema,7,1,0,0.0
Amblyeleotris marquesas,9,1,0,0.0
Amblyeleotris masuii,10,1,0,0.0
Amblyeleotris melanocephala,68,7,4,57.14285714285714
Amblyeleotris morishitai,9,1,0,0.0
Amblyeleotris neumanni,3,1,1,100.0
Amblyeleotris ogasawarensis,19,2,0,0.0
Amblyeleotris periophthalma,116,11,0,0.0
Amblyeleotris randalli,230,22,11,50.0
Amblyeleotris rhyax,6,1,1,100.0
Amblyeleotris rubrimarginata,61,7,0,0.0
Amblyeleotris steinitzi,147,14,1,7.142857142857142
Amblyeleotris stenotaeniata,6,1,0,0.0
Amblyeleotris sungami,48,5,1,20.0
Amblyeleotris triguttata,3,1,0,0.0
Amblyeleotris wheeleri,158,15,6,40.0
Amblyeleotris yanoi,219,21,3,14.285714285714285
Amblygaster clupeoides,12,2,0,0.0
Amblygaster leiogaster,30,3,0,0.0
Amblygaster sirm,55,6,1,16.666666666666664
Amblyglyphidodon aureus,253,24,14,58.333333333333336
Amblyglyphidodon batunai,5,1,0,0.0
Amblyglyphidodon curacao,171,17,5,29.411764705882355
Amblyglyphidodon flavilatus,174,17,0,0.0
Amblyglyphidodon flavopurpureus,4,1,0,0.0
Amblyglyphidodon indicus,213,21,0,0.0
Amblyglyphidodon leucogaster,210,20,5,25.0
Amblyglyphidodon melanopterus,30,3,0,0.0
Amblyglyphidodon orbicularis,62,7,0,0.0
Amblyglyphidodon silolona,3,1,0,0.0
Amblyglyphidodon ternatensis,106,10,0,0.0
Amblygobius albimaculatus,144,14,0,0.0
Amblygobius buanensis,16,2,0,0.0
Amblygobius bynoensis,64,7,1,14.285714285714285
Amblygobius decussatus,171,17,1,5.88235294117647
Amblygobius esakiae,7,1,0,0.0
Amblygobius linki,33,4,2,50.0
Amblygobius nocturnus,49,5,2,40.0
Amblygobius phalaena,307,29,11,37.93103448275862
Amblygobius semicinctus,38,4,0,0.0
Amblygobius sphynx,37,4,2,50.0
Amblygobius stethophthalmus,112,11,4,36.36363636363637
Amblyopsis hoosieri,33,4,1,25.0
Amblyopsis rosae,57,6,2,33.33333333333333
Amblyopsis spelaea,51,6,0,0.0
Amblyotrypauchen arctocephalus,4,1,0,0.0
Amblypharyngodon atkinsonii,5,1,0,0.0
Amblypharyngodon chulabhornae,48,5,0,0.0
Amblypharyngodon melettinus,9,1,0,0.0
Amblypharyngodon microlepis,13,2,0,0.0
Amblypharyngodon mola,87,8,0,0.0
Amblypomacentrus breviceps,94,9,1,11.11111111111111
Amblypomacentrus clarus,18,2,0,0.0
Amblyraja badia,22,3,0,0.0
Amblyraja doellojuradoi,7,1,0,0.0
Amblyraja georgiana,5,1,0,0.0
Amblyraja hyperborea,22,3,0,0.0
Amblyraja jenseni,8,1,1,100.0
Amblyraja radiata,281,27,5,18.51851851851852
Amblyrhynchichthys truncatus,41,5,3,60.0
Amblyrhynchotes honckenii,111,11,1,9.090909090909092
Amblyrhynchotes rufopunctatus,16,2,1,50.0
Ambophthalmos angustus,21,3,0,0.0
Ambophthalmos magnicirrus,5,1,0,0.0
Ameca splendens,522,51,12,23.52941176470588
Ameiurus brunneus,108,10,5,50.0
Ameiurus catus,122,12,3,25.0
Ameiurus melas,284,27,4,14.814814814814813
Ameiurus natalis,193,19,2,10.526315789473683
Ameiurus nebulosus,248,23,9,39.130434782608695
Ameiurus platycephalus,30,3,0,0.0
Ameiurus serracanthus,75,7,1,14.285714285714285
Amia calva,478,46,6,13.043478260869565
Amioides polyacanthus,15,2,1,50.0
Amissidens hainesi,6,1,1,100.0
Ammocrypta bifascia,32,4,0,0.0
Ammocrypta clara,201,19,3,15.789473684210526
Ammocrypta pellucida,109,10,2,20.0
Ammocrypta vivax,22,3,3,100.0
Ammocryptocharax elegans,162,16,2,12.5
Ammocryptocharax lateralis,6,1,0,0.0
Ammocryptocharax minutus,10,1,0,0.0
Ammodytes americanus,73,8,0,0.0
Ammodytes dubius,35,4,0,0.0
Ammodytes hexapterus,89,8,1,12.5
Ammodytes marinus,63,7,0,0.0
Ammodytes personatus,89,8,1,12.5
Ammodytes tobianus,234,22,3,13.636363636363635
Ammodytoides gilli,24,3,1,33.33333333333333
Ammolabrus dicrus,17,2,1,50.0
Ammotretis elongatus,9,1,0,0.0
Ammotretis lituratus,47,5,5,100.0
Ammotretis rostratus,5,1,1,100.0
Amniataba caudavittata,19,2,1,50.0
Amniataba percoides,69,7,0,0.0
Amoya gracilis,4,1,0,0.0
Amoya signata,84,8,3,37.5
Amphelikturus dendriticus,36,4,0,0.0
Amphiarius rugispinis,6,1,0,0.0
Amphichaetodon howensis,89,8,2,25.0
Amphichaetodon melbae,22,3,2,66.66666666666666
Amphichthys cryptocentrus,57,6,0,0.0
Amphilius atesuensis,31,4,1,25.0
Amphilius jacksonii,9,1,0,0.0
Amphilius lentiginosus,11,2,2,100.0
Amphilius platychir,23,3,1,33.33333333333333
Amphilius uranoscopus,42,5,2,40.0
Amphilius zairensis,4,1,0,0.0
Amphilophus amarillo,283,27,0,0.0
Amphilophus astorquii,26,3,0,0.0
Amphilophus chancho,97,9,3,33.33333333333333
Amphilophus citrinellus,376,36,6,16.666666666666664
Amphilophus flaveolus,60,6,0,0.0
Amphilophus globosus,3,1,0,0.0
Amphilophus hogaboomorum,125,12,0,0.0
Amphilophus labiatus,303,29,16,55.172413793103445
Amphilophus lyonsi,162,16,3,18.75
Amphilophus margaritifer,37,4,1,25.0
Amphilophus sagittae,109,10,0,0.0
Amphilophus tolteca,12,2,0,0.0
Amphilophus xiloaensis,62,7,0,0.0
Amphilophus zaliosus,73,8,0,0.0
Amphiprion akallopisos,163,16,3,18.75
Amphiprion akindynos,101,10,0,0.0
Amphiprion allardi,77,7,0,0.0
Amphiprion barberi,134,13,0,0.0
Amphiprion bicinctus,144,14,5,35.714285714285715
Amphiprion chagosensis,19,2,0,0.0
Amphiprion chrysogaster,79,7,0,0.0
Amphiprion chrysopterus,106,10,3,30.0
Amphiprion clarkii,131,13,1,7.6923076923076925
Amphiprion ephippium,166,16,6,37.5
Amphiprion frenatus,102,10,2,20.0
Amphiprion fuscocaudatus,27,3,0,0.0
Amphiprion latezonatus,101,10,0,0.0
Amphiprion latifasciatus,56,6,0,0.0
Amphiprion leucokranos,50,5,0,0.0
Amphiprion mccullochi,57,6,1,16.666666666666664
Amphiprion melanopus,94,9,0,0.0
Amphiprion nigripes,115,11,3,27.27272727272727
Amphiprion ocellaris,67,7,3,42.857142857142854
Amphiprion omanensis,46,5,0,0.0
Amphiprion pacificus,59,6,1,16.666666666666664
Amphiprion percula,72,8,3,37.5
Amphiprion perideraion,183,18,9,50.0
Amphiprion polymnus,142,14,8,57.14285714285714
Amphiprion rubrocinctus,37,4,0,0.0
Amphiprion sandaracinos,158,15,2,13.333333333333334
Amphiprion sebae,110,10,0,0.0
Amphiprion thiellei,36,4,0,0.0
Amphiprion tricinctus,57,6,0,0.0
Amphistichus argenteus,183,18,2,11.11111111111111
Amphistichus koelzi,28,3,1,33.33333333333333
Amphistichus rhodoterus,110,10,0,0.0
Amsichthys knighti,12,2,0,0.0
Anabarilius alburnops,4,1,0,0.0
Anabarilius grahami,8,1,0,0.0
Anabas cobojius,29,3,1,33.33333333333333
Anabas testudineus,400,38,5,13.157894736842104
Anableps anableps,331,32,20,62.5
Anableps dowei,52,6,0,0.0
Anableps microlepis,102,10,2,20.0
Anablepsoides amphoreus,8,1,0,0.0
Anablepsoides atratus,6,1,0,0.0
Anablepsoides beniensis,14,2,0,0.0
Anablepsoides cearensis,3,1,0,0.0
Anablepsoides christinae,4,1,0,0.0
Anablepsoides cryptocallus,20,2,1,50.0
Anablepsoides derhami,8,1,0,0.0
Anablepsoides elongatus,3,1,0,0.0
Anablepsoides hartii,42,5,2,40.0
Anablepsoides igneus,14,2,2,100.0
Anablepsoides immaculatus,3,1,0,0.0
Anablepsoides intermittens,4,1,0,0.0
Anablepsoides lanceolatus,3,1,1,100.0
Anablepsoides lungi,6,1,0,0.0
Anablepsoides ornatus,45,5,2,40.0
Anablepsoides parlettei,4,1,0,0.0
Anablepsoides rubrolineatus,7,1,1,100.0
Anablepsoides stagnatus,6,1,0,0.0
Anablepsoides urophthalmus,14,2,1,50.0
Anablepsoides waimacui,6,1,0,0.0
Anablepsoides xinguensis,8,1,0,0.0
Anacanthobatis folirostris,7,1,0,0.0
Anacanthus barbatus,65,7,2,28.57142857142857
Anadoras grypus,59,6,1,16.666666666666664
Anadoras regani,4,1,0,0.0
Anadoras weddellii,20,2,2,100.0
Anaecypris hispanica,224,22,0,0.0
Anampses caeruleopunctatus,136,13,0,0.0
Anampses chrysocephalus,107,10,1,10.0
Anampses cuvier,203,20,0,0.0
Anampses elegans,125,12,1,8.333333333333332
Anampses femininus,206,20,12,60.0
Anampses geographicus,47,5,0,0.0
Anampses lennardi,195,19,1,5.263157894736842
Anampses lineatus,80,7,1,14.285714285714285
Anampses melanurus,159,15,1,6.666666666666667
Anampses meleagrides,155,15,10,66.66666666666666
Anampses neoguinaicus,113,11,7,63.63636363636363
Anampses twistii,195,19,2,10.526315789473683
Anaora tentaculata,15,2,0,0.0
Anarchias allardicei,3,1,0,0.0
Anarchias cantonensis,3,1,0,0.0
Anarchias euryurus,34,4,1,25.0
Anarchias exulatus,4,1,0,0.0
Anarchias galapagensis,24,3,0,0.0
Anarchias leucurus,70,7,3,42.857142857142854
Anarchias seychellensis,42,5,1,20.0
Anarchias similis,3,1,0,0.0
Anarchias supremus,7,1,1,100.0
Anarchopterus criniger,8,1,0,0.0
Anarhichas denticulatus,84,8,0,0.0
Anarhichas lupus,293,28,15,53.57142857142857
Anarhichas minor,201,19,1,5.263157894736842
Anarhichas orientalis,241,23,2,8.695652173913043
Anarrhichthys ocellatus,426,41,13,31.70731707317073
Anatirostrum profundorum,13,2,1,50.0
Anatolanthias apiomycter,13,2,1,50.0
Ancharius fuscus,6,1,0,0.0
Anchichoerops natalensis,15,2,0,0.0
Anchicyclocheilus halfibindus,6,1,0,0.0
Anchoa chamensis,3,1,0,0.0
Anchoa colonensis,3,1,0,0.0
Anchoa cubana,26,3,1,33.33333333333333
Anchoa curta,5,1,0,0.0
Anchoa eigenmannia,9,1,0,0.0
Anchoa hepsetus,78,7,0,0.0
Anchoa ischana,9,1,0,0.0
Anchoa lamprotaenia,12,2,0,0.0
Anchoa lucida,3,1,0,0.0
Anchoa lyolepis,11,2,0,0.0
Anchoa marinii,8,1,0,0.0
Anchoa mitchilli,88,8,0,0.0
Anchoa nasus,29,3,1,33.33333333333333
Anchoa parva,65,7,1,14.285714285714285
Anchoa pectoralis,42,5,0,0.0
Anchoa tricolor,5,1,0,0.0
Anchovia clupeoides,6,1,0,0.0
Anchovia macrolepidota,10,1,0,0.0
Anchovia surinamensis,3,1,0,0.0
Anchoviella alleni,25,3,2,66.66666666666666
Anchoviella balboae,12,2,1,50.0
Anchoviella elongata,3,1,0,0.0
Anchoviella lepidentostole,36,4,2,50.0
Anchoviella perfasciata,5,1,0,0.0
Ancistrogobius squamiceps,3,1,0,0.0
Ancistrogobius yoshigoui,7,1,0,0.0
Ancistrus aguaboensis,69,7,0,0.0
Ancistrus bodenhameri,4,1,0,0.0
Ancistrus bolivianus,21,3,0,0.0
Ancistrus brevifilis,18,2,0,0.0
Ancistrus brevipinnis,3,1,0,0.0
Ancistrus bufonius,9,1,0,0.0
Ancistrus caucanus,17,2,0,0.0
Ancistrus chagresi,10,1,0,0.0
Ancistrus cirrhosus,279,26,5,19.230769230769234
Ancistrus claro,347,33,6,18.181818181818183
Ancistrus cryptophthalmus,20,2,1,50.0
Ancistrus cuiabae,26,3,1,33.33333333333333
Ancistrus damasceni,13,2,0,0.0
Ancistrus dolichopterus,326,31,7,22.58064516129032
Ancistrus dubius,6,1,0,0.0
Ancistrus falconensis,6,1,0,0.0
Ancistrus formoso,75,7,0,0.0
Ancistrus greeni,368,35,2,5.714285714285714
Ancistrus gymnorhynchus,24,3,1,33.33333333333333
Ancistrus hoplogenys,214,21,4,19.047619047619047
Ancistrus latifrons,21,3,0,0.0
Ancistrus leucostictus,143,14,0,0.0
Ancistrus lineolatus,39,4,1,25.0
Ancistrus macrophthalmus,62,7,1,14.285714285714285
Ancistrus maculatus,296,28,0,0.0
Ancistrus maracasae,11,2,0,0.0
Ancistrus marcapatae,18,2,1,50.0
Ancistrus martini,44,5,0,0.0
Ancistrus minutus,7,1,0,0.0
Ancistrus montanus,6,1,1,100.0
Ancistrus multispinis,132,13,0,0.0
Ancistrus nudiceps,9,1,0,0.0
Ancistrus occidentalis,67,7,1,14.285714285714285
Ancistrus pirareta,56,6,1,16.666666666666664
Ancistrus ranunculus,349,33,4,12.121212121212121
Ancistrus reisi,4,1,0,0.0
Ancistrus salgadae,4,1,0,0.0
Ancistrus sericeus,20,2,0,0.0
Ancistrus spinosus,88,8,1,12.5
Ancistrus stigmaticus,7,1,0,0.0
Ancistrus tamboensis,98,9,1,11.11111111111111
Ancistrus temminckii,294,28,0,0.0
Ancistrus triradiatus,114,11,0,0.0
Ancylopsetta cycloidea,12,2,0,0.0
Ancylopsetta dendritica,10,1,0,0.0
Ancylopsetta dilecta,40,4,0,0.0
Ancylopsetta ommata,21,3,0,0.0
Andamia heteroptera,8,1,1,100.0
Andamia reyi,9,1,1,100.0
Andamia tetradactylus,13,2,0,0.0
Andeancistrus platycephalus,3,1,0,0.0
Andersonia leptura,7,1,0,0.0
Andinoacara biseriatus,58,6,1,16.666666666666664
Andinoacara blombergi,3,1,0,0.0
Andinoacara coeruleopunctatus,28,3,1,33.33333333333333
Andinoacara latifrons,119,11,0,0.0
Andinoacara pulcher,298,28,13,46.42857142857143
Andinoacara rivulatus,369,35,16,45.714285714285715
Andinoacara sapayensis,10,1,0,0.0
Andinoacara stalsbergi,91,9,2,22.22222222222222
Andriashevicottus megacephalus,8,1,0,0.0
Anduzedoras oxyrhynchus,18,2,1,50.0
Anematichthys repasson,3,1,0,0.0
Anguilla anguilla,358,34,12,35.294117647058826
Anguilla australis,339,32,3,9.375
Anguilla bengalensis,297,28,5,17.857142857142858
Anguilla bicolor,129,12,2,16.666666666666664
,,,,19.05587481266598

training accuracy,34.394100308418274
validation accuracy,20.63937932252884
